id,claim,review_url,claimer,text,headline,keywords,claim_date,education,healthcare,immigration,environment,taxes,elections,crime
1596,http://data.gesis.org/claimskg/creative_work/b0c738da-5f45-5dad-9f4c-2656ed0ecab8,http://www.politifact.com/truth-o-meter/statements/2013/aug/08/paul-ryan/paul-ryan-says-government-shutdown-wouldnt-sidelin/,Paul Ryan,Obamacare … carries on even under a government shutdown.',Paul Ryan says government shutdown wouldn't sideline Obamacare,"Federal Budget,Government Efficiency",2013-08-04,0,1,0,0,0,0,0
1602,http://data.gesis.org/claimskg/creative_work/8300c4e0-3a24-52f3-b42b-deba4dc6df90,http://www.politifact.com/truth-o-meter/statements/2015/jun/30/barack-obama/are-wages-finally-growing-faster-health-insurance-/,Barack Obama,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance' for the first time in 17 years.",Are wages finally growing faster than health insurance costs?,Labor,2015-06-25,0,1,0,0,0,0,0
1632,http://data.gesis.org/claimskg/creative_work/4c3ddbc0-7b21-5ca3-be10-e3685ffe95ce,http://www.politifact.com/wisconsin/statements/2019/jan/26/tony-evers/gov-tony-evers-reverses-position-pulling-wisconsin/,Tony Evers,On directing the attorney general to withdraw Wisconsin from pre-existing conditions lawsuit.,Gov. Tony Evers reverses position on pulling Wisconsin from Obamacare lawsuit,"States,Legal Issues",2019-01-23,0,1,0,0,0,0,0
1641,http://data.gesis.org/claimskg/creative_work/b8764de4-6d09-5cb2-b146-a8b8bfad8356,http://www.politifact.com/truth-o-meter/statements/2012/oct/30/barack-obama/barack-obama-critics-clash-whether-planned-parenth/,Barack Obama,There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.',"Barack Obama, critics clash on whether Planned Parenthood provides mammograms",Abortion,2012-10-17,0,1,0,0,0,0,0
1678,http://data.gesis.org/claimskg/creative_work/c5ee8396-3dd8-5bdc-a658-09d29ad05239,http://www.politifact.com/oregon/statements/2010/oct/02/scott-bruun/scott-bruun-says-kurt-schrader-cut-500-billion-med/,Scott Bruun,"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening 'thousands of Oregon seniors and their access to their current coverage.'","Scott Bruun says Kurt Schrader cut $500 billion from Medicare, hurting seniors","Message Machine 2010,Medicare",2010-09-30,0,1,0,0,0,0,0
1683,http://data.gesis.org/claimskg/creative_work/644654c6-349c-5be2-91a5-1493f4314736,http://www.politifact.com/truth-o-meter/statements/2017/jan/15/rand-paul/medicaid-expansion-drove-health-insurance-coverage/,Rand Paul,"The vast majority of people that got insurance under President Obama's Obamacare, the Affordable Care Act, got it through Medicaid.'","Medicaid expansion drove health insurance coverage under health law, Rand Paul says","Medicaid,Poverty",2017-01-15,0,1,0,0,0,0,0
1696,http://data.gesis.org/claimskg/creative_work/f06fd20c-b71d-5aa3-90c2-380b2e952366,http://www.politifact.com/texas/statements/2010/jan/12/marc-katz/marc-katz-says-texas-last-spending-mental-health-c/,Marc Katz,Texas is LAST (50th) in spending for mental health care.',Marc Katz says Texas is last in spending for mental health care,State Budget,2009-12-08,0,1,0,0,0,0,0
1697,http://data.gesis.org/claimskg/creative_work/681a75e0-3ab3-5f74-ba14-4e54f8aa2124,http://www.politifact.com/truth-o-meter/statements/2014/jul/10/mitch-mcconnell/mcconnell-opponent-alison-lundergan-grimes-support/,Mitch McConnell,"Says Alison Lundergan Grimes 'supports Obamacare, which cuts $700 billion from seniors’ Medicare.'","McConnell: opponent Alison Lundergan Grimes supports Obamacare, $700 billion in Medicare cuts",Medicare,2014-07-09,0,1,0,0,0,0,0
1708,http://data.gesis.org/claimskg/creative_work/e4dd0fba-d54f-5dda-baa3-708a37c6e8ec,http://www.politifact.com/truth-o-meter/statements/2009/sep/24/barack-obama/difference-medicare-medicare-advantage-maybe/,Barack Obama,"Medicare does just as good, if not better, at keeping people healthy' as Medicare Advantage.",No difference between Medicare and Medicare Advantage? Maybe,Medicare,2009-09-20,0,1,0,0,0,0,0
1709,http://data.gesis.org/claimskg/creative_work/246e285e-09c6-5e9c-b0f2-61d56934971b,http://www.politifact.com/truth-o-meter/statements/2011/feb/02/blake-farenthold/rep-blake-farenthold-says-health-care-law-will-for/,Blake Farenthold,"Despite claims that you can 'keep the health care plan you like,' the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.'",Rep. Blake Farenthold says health care law will force 70 percent of workers to lose their current plan,Workers,2011-01-23,0,1,0,0,0,0,0
1728,http://data.gesis.org/claimskg/creative_work/8200411f-3726-5ee0-a74e-af0c52d50a9e,http://www.politifact.com/punditfact/statements/2014/dec/02/peter-morici/economist-immigrants-have-taken-all-new-jobs-creat/,Peter Morici,Immigrants 'have captured all of the nearly 9 million jobs created since 2000.',Economist: Immigrants have taken all new jobs created since 2000,Jobs,2014-12-07,0,0,1,0,0,0,0
1764,http://data.gesis.org/claimskg/creative_work/8b52816c-ae7f-57ef-a1bb-6772ab189a46,http://www.politifact.com/punditfact/statements/2016/dec/15/geraldo-rivera/mostly-false-claim-children-are-rushing-across-bor/,Geraldo Rivera,Says 'tens of thousands of children' were rushed across the southwest border 'because they fear the wall.',Mostly False: Claim that tens of thousands of children are rushing the border fearing Trump's wall,Homeland Security,2016-12-12,0,0,1,0,0,0,0
1810,http://data.gesis.org/claimskg/creative_work/63307605-8afe-58b9-8ef8-8f09a072ae71,http://www.politifact.com/truth-o-meter/statements/2019/may/24/donald-trump/donald-trumps-international-comparison-merit-based/,Donald Trump,"Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.'","Donald Trump's international comparison of 'merit-based' immigration, fact-checked","Homeland Security,Jobs,Corrections and Updates",2019-05-16,0,0,1,0,0,0,0
1839,http://data.gesis.org/claimskg/creative_work/81971ad8-d286-5c32-951c-dfcca7654b0c,http://www.politifact.com/florida/statements/2015/nov/20/rick-scott/do-federal-officials-plan-send-425-syrian-refugees/,Rick Scott,"The federal government is 'making the decision, whether we like it or not, to send 425 refugees to our state' from Syria.",Do federal officials plan to send 425 Syrian refugees to Florida as Rick Scott says?,Terrorism,2015-11-17,0,0,1,0,0,0,0
1863,http://data.gesis.org/claimskg/creative_work/c3ce6ec1-f06c-5a1d-9509-bcf51ebcccd1,http://factscan.ca/jason-kenney-mediterranean-migration/,Jason Kenney,Jason Kenney: 'This [Mediterranean] migration is not related to political problems in Libya.” - FactsCanada,"Jason Kenney: """"This [Mediterranean] migration is not related to political problems in Libya.” - FactsCanada","Defence,CPC,Jason Kenney",2015-04-29,0,0,1,0,0,0,0
1880,http://data.gesis.org/claimskg/creative_work/04cae2ea-0b8c-5740-a3ac-7a0890ea1048,http://www.politifact.com/truth-o-meter/statements/2017/apr/03/john-conyers/apprehensions/,"John Conyers, Jr.","Apprehension rates at the southern border have plummeted since the 1980s, and apprehensions of Mexicans specifically have reached their lowest point in nearly half a century.'",Mostly True: Rep. Conyers' claim about border apprehensions down since 1980s,Homeland Security,2017-03-28,0,0,1,0,0,0,0
1965,http://data.gesis.org/claimskg/creative_work/e547928e-7a06-5d8e-abf2-26858e181aef,http://www.politifact.com/punditfact/statements/2016/dec/07/blog-posting/claim-central-american-minors-program-mostly-benef/,Bloggers,More than two-thirds of the aliens the Obama administration has brought to the United States under the president's Central American Minors program weren’t actually minors at all.',Conservative website says Obama program for Central American minors mostly helps adults,Homeland Security,2016-12-01,0,0,1,0,0,0,0
1980,http://data.gesis.org/claimskg/creative_work/f60568f2-0d33-5809-92ee-0e11f12fb945,http://www.politifact.com/truth-o-meter/statements/2017/mar/02/donald-trump/trump-misleads-claim-about-terrorism-convictions-9/,Donald Trump,"According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorism-related offenses since 9/11 came here from outside of our country.'",Trump misleads in claim about terrorism convictions since 9/11,"Homeland Security,Terrorism",2017-02-28,0,0,1,0,0,0,1
2025,http://data.gesis.org/claimskg/creative_work/dbfbd611-b3d1-583e-b8c4-db7ae6351f8a,http://www.politifact.com/truth-o-meter/statements/2015/jul/20/donald-trump/donald-trump-says-if-youre-syria-and-christianyou-/,Donald Trump,"If you're from Syria and you're a Christian, you cannot come into this country' as a refugee.","Donald Trump says if you're from Syria and a Christian, you can't come to the U.S. as a refugee","Foreign Policy,Religion",2015-07-11,0,0,1,0,0,0,0
2079,http://data.gesis.org/claimskg/creative_work/62ad9872-bcc4-5f29-b92b-a793523f72d2,http://www.politifact.com/facebook-fact-checks/statements/2018/oct/24/viral-image/viral-facebook-post-uses-old-images-falsely-claim-/,Viral image,"Says images show migrants on trains and buses heading toward the United States, not walking.",Viral Facebook post uses old images to falsely claim it's the October migrant caravan,Homeland Security,2018-10-22,0,0,1,0,0,0,0
2098,http://data.gesis.org/claimskg/creative_work/da8ab80e-eb2d-5074-a67f-931088975656,http://www.politifact.com/truth-o-meter/statements/2018/jul/25/mike-pence/mike-pence-accurately-cites-ice-arrest-deportation/,Mike Pence,"In 2017, ICE 'arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,' and removed nearly 5,000 gang members.","Mike Pence accurately cites ICE arrest, deportation data for 2017",Homeland Security,2018-07-19,0,0,1,0,0,0,1
2100,http://data.gesis.org/claimskg/creative_work/b93870b9-89de-59f1-8b79-a151bcd8c2f7,http://www.politifact.com/pennsylvania/statements/2017/jan/31/joe-defelice/phillys-sanctuary-city-status-putting-residents-da/,Joe DeFelice,"From the release of a child rapist from the Dominican Republican to that of an Italian drug smuggler, Philadelphians have already been put in direct danger by Mayor Kenney’s policy of blocking local law enforcement from participating with federal immigration authorities.'",Is Philly’s sanctuary city status putting residents in danger?,"Homeland Security,Crime,City Government",2017-01-25,0,0,1,0,0,0,1
2130,http://data.gesis.org/claimskg/creative_work/eb5a323d-98ce-5f4d-97ff-887cc831ce92,http://www.politifact.com/truth-o-meter/statements/2016/jun/13/donald-trump/donald-trump-correct-us-gives-100000-green-cards-y/,Donald Trump,"We admit more than 100,000 lifetime migrants from the Middle East each year.'","Donald Trump correct that U.S. gives 100,000 green cards a year to migrants from Middle East",Foreign Policy,2016-06-12,0,0,1,0,0,0,0
2160,http://data.gesis.org/claimskg/creative_work/7f9a44bf-ee7c-554d-b49b-c200935e2a5f,http://www.politifact.com/truth-o-meter/statements/2017/sep/05/jeff-sessions/jeff-sessions-questionable-claim-daca-helped-cause/,Jeff Sessions,Says President Barack Obama’s policy known as DACA 'contributed to a surge of minors at the southern border.',Jeff Sessions' questionable claim that DACA helped cause spike in minors at border,"Diversity,Legal Issues",2017-09-05,0,0,1,0,0,0,0
2165,http://data.gesis.org/claimskg/creative_work/35d93ffa-83ce-509f-bdf5-6a84de3a53c8,http://factscan.ca/andrew-scheer-canadas-sovereignty/,Andrew Scheer,Andrew Scheer: The Global Compact for Migration cedes Canada's sovereignty. - FactsCanada,Andrew Scheer: The Global Compact for Migration cedes Canada's sovereignty. - FactsCanada,"Andrew Scheer,CPC",2018-12-05,0,0,1,0,0,0,0
2210,http://data.gesis.org/claimskg/creative_work/05305cf0-813e-534c-b285-1fc2e16aba6b,http://www.politifact.com/truth-o-meter/statements/2017/sep/18/donald-trump/president-donald-trumps-half-true-claim-support-da/,Donald Trump,Says '92 percent of the people agree on DACA.',President Donald Trump's Half True claim that support for DACA is as high as '92 percent',Homeland Security,2017-09-14,0,0,1,0,0,0,0
2214,http://data.gesis.org/claimskg/creative_work/2eed716e-4d0c-5194-94c2-8770b49d4be8,http://www.politifact.com/ohio/statements/2016/oct/21/rob-portman/portman-refugees-safely-back-grounded/,Rob Portman,"The director of the FBI said that we cannot figure out who (Syrian refugees) are, what their intentions are, because we have no information on them, because we don’t have any contact with the Syrian government or any people on the ground to be able to determine that.'",Rob Portman says FBI director said Syrian refugees can't be adequately vetted,"Foreign Policy,Terrorism,Human Rights",2016-10-20,0,0,1,0,0,0,0
2243,http://data.gesis.org/claimskg/creative_work/e2a12ea5-77b6-5959-85f4-d2b7a3ae429d,http://www.politifact.com/facebook-fact-checks/statements/2019/sep/24/facebook-posts/no-story-about-11-year-old-girl-who-shot-two-illeg/,Facebook posts,Says an 11-year-old girl shot and killed two armed 'illegal aliens' after they broke into her home in Montana.,"No, the story about 11-year-old girl who shot two ‘illegal aliens’ in Montana is fake","Guns,Fake news",2019-09-20,0,0,1,0,0,0,1
2258,http://data.gesis.org/claimskg/creative_work/03a40d3f-c25d-56f1-b64c-d3e766cd726b,http://www.politifact.com/texas/statements/2016/aug/25/lamar-smith/mostly-false-lamar-smith-claim-one-third-federal-i/,Lamar Smith,One third of all federal prisoners today are illegal immigrants.',Mostly False: Lamar Smith claim that one third of federal inmates are 'illegal' immigrants,"Crime,Criminal Justice",2016-07-19,0,0,1,0,0,0,1
2261,http://data.gesis.org/claimskg/creative_work/9ebfcbce-68b3-503e-b636-ab6abc05cc40,http://www.politifact.com/truth-o-meter/statements/2013/jul/10/jeb-bush/jeb-bush-says-canada-issues-more-150000-high-skill/,Jeb Bush,"Says 'Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).'","Jeb Bush says Canada issues more than 150,000 high-skilled visas, compared to 65,000 by the U.S.",Corrections and Updates,2013-06-30,0,0,1,0,0,0,0
2273,http://data.gesis.org/claimskg/creative_work/b7be8e1f-71c3-5880-ae83-bdd2903eff5b,http://www.politifact.com/texas/statements/2014/jul/23/rick-perry/rick-perry-claim-about-3000-homicides-illegal-immi/,Rick Perry,"More than 3,000 homicides were committed by 'illegal aliens' over the past six years.","Rick Perry claim about 3,000 homicides by illegal immigrants not supported by state figures","Crime,Criminal Justice",2014-07-17,0,0,1,0,0,0,1
2274,http://data.gesis.org/claimskg/creative_work/51587fa1-b7a7-566f-89f1-87a06965f153,http://www.politifact.com/punditfact/statements/2018/jul/05/diamond-and-silk/no-evidence-obama-secretly-granted-citizenship-250/,Diamond and Silk,"Obama secretly gave citizenship to 2,500 Iranians as part of nuke deal.'","No evidence that Obama secretly granted citizenship to 2,500 Iranians as part of nuclear agreement","Iran,Fake news",2018-07-02,0,0,1,0,0,0,0
2276,http://data.gesis.org/claimskg/creative_work/712a7f00-990f-5139-9d2f-69413b1bc4d7,http://www.politifact.com/florida/statements/2011/nov/04/alan-hays/sen-alan-hays-says-proof-citizenship-isnt-necessar/,Alan Hays,Proof of citizenship isn't necessary before you register to vote in Florida.,Sen. Alan Hays says proof of citizenship isn't necessary to register to vote,"Elections,Redistricting",2011-10-18,0,0,0,0,0,1,0
2280,http://data.gesis.org/claimskg/creative_work/43ba25fc-8674-55df-b15b-7fee8bc2ee70,http://www.politifact.com/truth-o-meter/statements/2018/jun/18/environmental-protection-agency/are-greenhouse-emissions-down-under-donald-trump-e/,Environmental Protection Agency,"The science is clear, under President Trump greenhouse gas emissions are down.'","Are greenhouse emissions down under Donald Trump, as EPA says?",Energy,2018-06-13,0,0,0,1,0,0,0
2307,http://data.gesis.org/claimskg/creative_work/2f0f7aaa-be25-5a75-9821-2da1162a4d3d,http://www.politifact.com/truth-o-meter/statements/2018/jan/25/kamala-harris/california-no-1-solar-power-and-solar-jobs/,Kamala Harris,"No state generates as much solar power as California, or has as many people whose jobs depend on it.'",Is California No. 1 in solar power and solar jobs?,"Energy,Technology",2018-01-24,0,0,0,1,0,0,0
2314,http://data.gesis.org/claimskg/creative_work/99f15afe-34f0-55a7-8040-34642953b1c2,http://www.politifact.com/wisconsin/statements/2018/jul/11/matt-flynn/wisconsin-gubernatorial-candidate-flynn-says-foxco/,Matt Flynn,"Foxconn will not face oversight from any federal, state, or local agency to guarantee it complies with our wetlands protection laws.'",Wisconsin gubernatorial candidate Flynn says Foxconn won't face wetlands oversight. Is he correct?,"Regulation,Water,Government regulation",2018-06-13,0,0,0,1,0,0,0
2317,http://data.gesis.org/claimskg/creative_work/da1a6c35-e903-506d-9adb-5992bdd99f48,http://www.politifact.com/truth-o-meter/statements/2018/apr/26/evan-jenkins/how-much-have-republicans-cut-epa-budget-staff-two/,Evan Jenkins,"I’ve cut a half a billion (dollars) out of the EPA just in the last two years. We’ve cut 3,000 jobs out of the EPA.'","How much have Republicans cut EPA budget, staff in two years?","Energy,Government regulation",2018-04-23,0,0,0,1,0,0,0
2325,http://data.gesis.org/claimskg/creative_work/f2e9e6c2-fae2-53bc-92db-5f90dfa6ddac,http://www.politifact.com/california/statements/2018/aug/29/kevin-mccarthy/wildfires-or-cars-which-produces-more-emissions/,Kevin McCarthy,Studies are showing California’s wildfires 'are producing more emissions than all of our cars are doing.',Wildfires or cars? Which produces more emissions?,"Climate Change,Regulation,Government regulation,Corrections and Updates,Fires",2018-08-15,0,0,0,1,0,0,0
2326,http://data.gesis.org/claimskg/creative_work/1946a2a4-654e-56ab-bbf1-935111655731,http://www.politifact.com/virginia/statements/2013/jun/03/terry-mcauliffe/mcauliffre-flip-flops-offshore-oil-drilling/,Terry McAuliffe,On oil drilling off Virginia's coast.,McAuliffe flip-flops on offshore oil drilling,Energy,2013-05-22,0,0,0,1,0,0,0
2336,http://data.gesis.org/claimskg/creative_work/b6fa437d-812f-54bc-b6d1-c7a01efbcd07,http://www.politifact.com/ohio/statements/2011/nov/09/steve-latourette/ballast-water-no-longer-key-invasive-species-great/,Steve LaTourette,The problem with invasive species today in the Great Lakes isn’t ballast water.',"Ballast water no longer key cause of invasive species in Great Lakes, Steve LaTourette says","Transportation,Jobs",2011-11-04,0,0,0,1,0,0,0
2337,http://data.gesis.org/claimskg/creative_work/b1914cbe-2f28-5e5e-a425-4fa0d503a548,http://www.politifact.com/west-virginia/statements/2018/sep/13/jim-justice/west-virginias-summerville-lake-clearest-east/,Jim Justice,"According to SCUBA divers, Summersville Lake is the clearest freshwater lake east of the Mississippi River.'",Is West Virginia's Summersville Lake the clearest in the East?,Recreation,2018-08-17,0,0,0,1,0,0,0
2343,http://data.gesis.org/claimskg/creative_work/c7a98c1c-46a6-5457-9404-efc9e0acc427,http://www.politifact.com/truth-o-meter/statements/2019/mar/08/jay-inslee/fact-checking-presidential-candidate-jay-inslee-cl/,Jay Inslee,The forest fires were so grotesque last year that we had the worst air in the world in Washington.',Fact-checking presidential candidate Jay Inslee on climate change and 'the worst air in the world',Climate Change,2019-02-20,0,0,0,1,0,0,0
2352,http://data.gesis.org/claimskg/creative_work/fabf1dc0-614c-5f87-ac09-5af3419c2769,http://www.politifact.com/rhode-island/statements/2015/feb/23/karina-wood/ri-lung-association-representative-says-cigarette-/,Karina Wood,Cigarette butts 'poison babies and small children because of the nicotine in them.',R.I. Lung Association representative says cigarette butts poison babies and small children,Children,2015-02-12,0,1,0,0,0,0,0
2370,http://data.gesis.org/claimskg/creative_work/516ad0b0-2f6e-587a-a569-e32b4b4dd737,http://www.politifact.com/georgia/statements/2010/oct/19/austin-scott/us-house-hopeful-said-stimulus-funds-went-china/,Austin Scott,"Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China",US House hopeful said stimulus funds went to China,"Message Machine 2010,Stimulus",2010-10-05,0,0,0,1,0,0,0
2378,http://data.gesis.org/claimskg/creative_work/69c4acad-6d84-5d60-8bc4-9a23110d3c01,http://www.politifact.com/texas/statements/2011/mar/05/phyllis-schlafly/phyllis-schlafly-says-broken-cfl-bulbs-allegedly-c/,Phyllis Schlafly,Says broken compact fluorescent light bulbs 'allegedly cause migraines and epilepsy attacks.',Phyllis Schlafly says broken CFL bulbs allegedly cause migraines and epileptic seizures,Consumer Safety,2011-02-02,0,1,0,0,0,0,0
2382,http://data.gesis.org/claimskg/creative_work/852293d1-fee2-5da4-b20d-ce57e83a7b11,http://www.politifact.com/truth-o-meter/statements/2018/aug/23/donald-trump/united-states-not-cleanest-country/,Donald Trump,I want clean air. I want crystal clean water. And we’ve got it. We’ve got the cleanest country in the planet right now.',"No, the United States isn't the cleanest country",Water,2018-08-21,0,0,0,1,0,0,0
2389,http://data.gesis.org/claimskg/creative_work/43cc0000-b7b9-5878-846a-836842677677,http://www.politifact.com/truth-o-meter/statements/2010/apr/23/house-natural-resources-committee-republicans/obama-didnt-expand-offshore-drilling-boehner-says/,House Natural Resources Committee Republicans,"Obama did not open new lands to offshore drilling – all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.'","Obama didn't expand offshore drilling, Boehner says","Transportation,Energy,Florida",2010-04-05,0,0,0,1,0,0,0
2391,http://data.gesis.org/claimskg/creative_work/a04d7da0-30b3-54e1-8af5-ba58d09a241c,http://www.politifact.com/truth-o-meter/statements/2014/aug/07/shelley-moore-capito/will-epa-regulations-stop-plants-burning-coal-shel/,Shelley Moore Capito,What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.',"Will EPA regulations stop plants from burning coal, like Shelley Moore Capito says?","Climate Change,Energy,Government regulation",2014-07-29,0,0,0,1,0,0,0
2398,http://data.gesis.org/claimskg/creative_work/d9bbf0cd-3465-54c3-88f5-1af278ddbf0c,http://www.politifact.com/truth-o-meter/statements/2015/dec/16/donald-trump/donald-trump-exaggerates-how-much-coal-us-has-been/,Donald Trump,We're practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.',Donald Trump exaggerates how much coal in U.S. has been phased out,Energy,2015-11-30,0,0,0,1,0,0,0
2415,http://data.gesis.org/claimskg/creative_work/9203cfc2-6163-55e7-8ac0-79eea4c1458d,http://www.politifact.com/rhode-island/statements/2013/apr/28/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-narragansett-bay-ri/,Sheldon Whitehouse,Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.',U.S. Sen. Sheldon Whitehouse: Narragansett Bay in R.I. has gotten 4 degrees warmer since the 1960s,"Climate Change,Science,History",2013-04-09,0,0,0,1,0,0,0
2443,http://data.gesis.org/claimskg/creative_work/101b9d04-239d-579b-8390-b040b23d1fe5,http://www.politifact.com/florida/statements/2010/jun/16/george-lemieux/white-house-refused-international-oil-spill-aid-fl/,George LeMieux,The White House has 'refused' international help in dealing with the oil spill.,"White House refused international oil spill aid, Florida senator says","Oil Spill,Energy",2010-06-16,0,0,0,1,0,0,0
2448,http://data.gesis.org/claimskg/creative_work/8b56ffa3-e87d-5959-b9ee-3339675dcab5,http://www.politifact.com/rhode-island/statements/2013/aug/25/steve-goreham/global-warming-skeptic-says-global-surface-tempera/,Steve Goreham,Global surface temperatures have been flat for 16 years.',Global warming skeptic says global surface temperatures have not increased in the last 16 years,"Climate Change,Science,Energy,Weather,Government regulation,History",2013-08-05,0,0,0,1,0,0,0
2478,http://data.gesis.org/claimskg/creative_work/597f8c46-7cd4-58b7-97af-0809df3c1eb2,http://www.politifact.com/truth-o-meter/statements/2010/jun/29/steve-scalise/scalise-blames-obama-inaction-berm-plan-contain-oi/,Steve Scalise,It was President Obama's 'inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.',Scalise blames Obama for 'inaction' on berm plan to contain oil spill,"Oil Spill,States",2010-06-15,0,0,0,1,0,0,0
2484,http://data.gesis.org/claimskg/creative_work/27a3f868-bee7-5db5-ab4e-e224a272456b,http://www.politifact.com/rhode-island/statements/2013/jul/21/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-oceans-are-30-perce/,Sheldon Whitehouse,The oceans 'have become 30 percent more acidic.',U.S. Sen. Sheldon Whitehouse says the oceans are 30 percent more acidic than in the past,"Climate Change,Science,Energy,Weather,History,Animals",2013-06-12,0,0,0,1,0,0,0
2511,http://data.gesis.org/claimskg/creative_work/b355c31c-9dad-5ad9-bb0f-d5c38de7bff7,http://www.politifact.com/rhode-island/statements/2013/sep/08/james-oneil/offshore-wind-power-critic-james-oneil-says-wind-p/,James O'Neil,Wind power is the most undependable form of renewable energy.',Offshore wind power critic James O'Neil says wind power is the most unreliable type of renewable energy,"Science,Energy,Technology",2013-09-01,0,0,0,1,0,0,0
2514,http://data.gesis.org/claimskg/creative_work/673c8df7-1602-5bf9-b805-a28ae4cd7d05,http://www.politifact.com/truth-o-meter/statements/2013/feb/14/barack-obama/obama-says-fuel-efficiency-has-doubled/,Barack Obama,We have doubled the distance our cars will go on a gallon of gas.',Obama says fuel efficiency has doubled,Energy,2013-02-12,0,0,0,1,0,0,0
2536,http://data.gesis.org/claimskg/creative_work/fce1cfc3-a9c1-5110-914e-ec0f8c2c47a6,http://www.politifact.com/virginia/statements/2014/jun/09/ed-gillespie/gillespie-says-epa-carbon-rules-will-kill-244000-j/,Ed Gillespie,"The Chamber of Commerce says new carbon regulations will kill '244,000 jobs a year' and cost average families '$1,200 a year.'","Gillespie says EPA carbon rules will kill 244,000 jobs a year and hike bills by $1,200","Climate Change,Regulation",2014-06-02,0,0,0,1,0,0,0
2587,http://data.gesis.org/claimskg/creative_work/7aa0027f-4e6d-503f-9bff-a22e55e4d22b,http://www.politifact.com/wisconsin/statements/2019/jun/11/jimmy-anderson/state-lawmaker-goes-too-far-out-pasture-large-scal/,Jimmy Anderson,"Republicans on the budget-writing committee 'did nothing' to address oversight of
large-scale farms, 'as literal manure is coming out of people’s faucets.",State lawmaker goes too far out to pasture with large-scale farm manure claim,"Water,Animals,State Budget",2019-05-29,0,0,0,1,0,0,0
2595,http://data.gesis.org/claimskg/creative_work/f63b0ed3-f9d0-501f-b2fd-787f8cd109cd,http://www.politifact.com/texas/statements/2010/may/11/greg-abbott/attorney-general-abbott-says-epas-endangerment-fin/,Greg Abbott,Says the EPA 'outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy.',Attorney General Abbott says EPA's endangerment finding based on outsourced science from scandal-plagued group,"Energy,Legal Issues",2010-02-16,0,0,0,1,0,0,0
2609,http://data.gesis.org/claimskg/creative_work/3ae95b19-7203-5146-9375-18cf863869de,http://www.politifact.com/ohio/statements/2011/aug/31/kevin-coughlin/gop-senate-candidate-kevin-coughlin-says-theres-no/,Kevin Coughlin,Says there’s not 'much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.',GOP candidate Kevin Coughlin says there's not much evidence to support human role in global warming,Climate Change,2011-08-18,0,0,0,1,0,0,0
2611,http://data.gesis.org/claimskg/creative_work/892a35e4-4bfb-59e7-8320-d871c3436a8d,http://www.politifact.com/truth-o-meter/statements/2015/oct/15/jim-webb/15-20-most-polluted-cities-world-are-india-china-s/,Jim Webb,Fifteen out of the 20 most polluted cities in the world' are in India and China.,"15 of 20 most polluted cities in world are in India, China, says Jim Webb","Climate Change,Foreign Policy",2015-10-13,0,0,0,1,0,0,0
2645,http://data.gesis.org/claimskg/creative_work/566cb9eb-0966-5aba-b113-64f1c2cf9ae4,http://www.politifact.com/wisconsin/statements/2015/dec/04/george-will/even-global-warming-propaganda-americans-carpoolin/,George Will,"Despite attention on global warming, 'fewer Americans carpool today to work than carpooled in 1980' and 'SUVs have never been a larger proportion of the vehicles being sold in this country.'","Even with global warming 'propaganda,' Americans carpooling less, driving SUVs, George Will says","Climate Change,Transportation",2015-11-30,0,0,0,1,0,0,0
2656,http://data.gesis.org/claimskg/creative_work/eaf1c030-00fb-53b3-ac26-2fc09ce33223,http://www.politifact.com/punditfact/statements/2014/feb/10/van-jones/cnns-van-jones-says-keystone-pipeline-only-creates/,Van Jones,"The Keystone pipeline creates '35 permanent jobs' after construction, according to a government report.",CNN's Van Jones says Keystone pipeline only creates 35 permanent jobs,Energy,2014-02-03,0,0,0,1,0,0,0
